idx,time,side,price
11,2024.06.24 01:11:00,BUY,2320.80
13,2024.06.24 01:13:00,BUY,2320.35
80,2024.06.24 02:20:00,SELL,2319.96
108,2024.06.24 02:48:00,SELL,2318.26
110,2024.06.24 02:50:00,SELL,2318.10
115,2024.06.24 02:55:00,SELL,2318.33
121,2024.06.24 03:01:00,BUY,2319.92
134,2024.06.24 03:14:00,SELL,2319.00
148,2024.06.24 03:28:00,SELL,2318.28
150,2024.06.24 03:30:00,SELL,2318.76
158,2024.06.24 03:38:00,BUY,2319.85
181,2024.06.24 04:01:00,SELL,2319.69
187,2024.06.24 04:07:00,BUY,2323.09
202,2024.06.24 04:22:00,BUY,2323.46
206,2024.06.24 04:26:00,BUY,2324.05
209,2024.06.24 04:29:00,BUY,2324.45
212,2024.06.24 04:32:00,BUY,2325.26
218,2024.06.24 04:38:00,BUY,2324.86
230,2024.06.24 04:50:00,BUY,2325.98
237,2024.06.24 04:57:00,SELL,2323.33
250,2024.06.24 05:10:00,SELL,2321.52
271,2024.06.24 05:31:00,BUY,2322.17
275,2024.06.24 05:35:00,BUY,2322.61
282,2024.06.24 05:42:00,BUY,2325.05
318,2024.06.24 06:18:00,BUY,2326.08
375,2024.06.24 07:15:00,BUY,2325.92
459,2024.06.24 08:39:00,SELL,2323.88
470,2024.06.24 08:50:00,BUY,2324.96
485,2024.06.24 09:05:00,SELL,2323.10
492,2024.06.24 09:12:00,SELL,2323.33
499,2024.06.24 09:19:00,SELL,2322.47
502,2024.06.24 09:22:00,SELL,2322.11
507,2024.06.24 09:27:00,BUY,2323.24
512,2024.06.24 09:32:00,BUY,2324.70
518,2024.06.24 09:38:00,BUY,2324.78
527,2024.06.24 09:47:00,SELL,2322.82
554,2024.06.24 10:14:00,BUY,2325.18
562,2024.06.24 10:22:00,BUY,2325.45
566,2024.06.24 10:26:00,BUY,2326.01
568,2024.06.24 10:28:00,BUY,2327.51
605,2024.06.24 11:05:00,BUY,2332.68
611,2024.06.24 11:11:00,SELL,2329.69
658,2024.06.24 11:58:00,BUY,2331.14
662,2024.06.24 12:02:00,SELL,2329.38
678,2024.06.24 12:18:00,BUY,2329.35
684,2024.06.24 12:24:00,BUY,2330.00
689,2024.06.24 12:29:00,SELL,2327.49
703,2024.06.24 12:43:00,BUY,2326.59
712,2024.06.24 12:52:00,SELL,2324.86
718,2024.06.24 12:58:00,SELL,2324.85
